Visit_ID,Communication,Cleanliness,Wait_Experience,Overall_Experience
fbd798b0-0f27-4752-8679-190644b7dc67,2,4,3,1
33173079-77d2-48fa-9085-e89d03f29ef6,4,3,5,2
2c0cd93e-66e9-412f-8cd9-2353a23f0c6b,4,5,1,3
7e92788f-4b77-4d0a-a825-7881d8f88813,3,4,3,5
51dd11c3-40fc-4eb1-96f6-8263f0fc03a3,3,1,5,3
9222bc1a-4672-440a-90b8-715a1b11c223,5,4,3,3
cfcab13c-feca-43f2-9cf2-6c130c60e5d2,2,1,4,1
f76afba6-133f-4398-aea4-9e1d177fa330,3,4,1,5
79a498f2-ff45-4647-a8a0-5f4e54306027,1,5,3,1
19276fd6-78f7-43a7-b129-3477743aa59b,4,1,2,2
cb90e8e8-a891-4d0e-9469-7b65230cf46a,5,1,4,2
50471329-6cab-43a6-9901-12017a183fdd,3,3,1,2
dce1455e-b9a0-450b-88c1-570ffeb54945,3,1,4,1
0a783420-952b-4e45-b707-30f27307feb6,3,4,2,1
d81375e1-00f6-48b6-b942-f422ea1362ec,2,4,1,2
554dff06-31b4-4f08-84c5-3102bd34ec38,3,3,4,1
def6986d-efb3-4947-a5e3-e5cddf7557eb,4,2,4,4
b5204881-7d0e-466b-9a44-bb0a329a0a11,3,1,3,4
7c796363-7a44-4ab4-b4ce-9c03f6f23f70,1,1,3,4
562f6936-e04b-4ac2-8de1-40d348df9631,3,1,4,3
a7f09adb-fec2-4663-8413-5c73a271e9f4,5,4,3,5
5152c947-3d05-40ee-a4f6-498599f3c200,5,5,1,5
a6514d50-5dbb-4415-9803-d1aca47886a0,1,5,3,5
34611786-5ad7-46a6-9357-56ff259da91b,5,5,1,2
5b40fae5-59df-4932-814f-c497d716d91a,2,3,1,4
d6f39b8c-9933-4b15-879d-9205273ad79c,4,3,1,4
1728052b-c3e2-4295-9824-91d500544d6e,4,4,1,1
f231e9de-75b0-48c1-92ff-10c81abfaf79,2,5,4,3
6ca11926-5251-46eb-bc30-ceb6b6d493e7,5,2,5,3
98348399-bd90-4dd4-8412-94fb4c8961ab,1,1,5,4
5adff894-7ec5-4532-b8cb-ac5efa6a5cfc,1,5,1,1
57517a86-0469-461b-9c61-daaa2bd9ab02,4,2,5,4
1b01452d-9790-4162-b2e6-3de0a4191efb,1,1,1,2
0bcd30ea-3598-4828-964d-0afc5568bca0,2,1,5,2
38568afb-3537-409c-be18-11e5a1ee5b68,4,3,2,5
ad67b1e6-b595-4a01-b01b-b87ee77ef5a9,3,2,3,5
226e95ec-b31a-49d7-b060-0bc784864ae9,2,5,5,4
3be7ad54-515b-497f-ba4e-f1c94e6e8600,2,5,1,5
76f4a290-6967-4b03-9f4b-6a49af773c3f,1,4,3,4
4431dfd0-2652-4a97-a9d3-65a23c806b6f,1,2,3,3
d653ee79-7935-4e99-b3f8-c8fd740e8542,1,1,4,2
b2452d76-e3a0-4f04-86cf-9eea81f46356,3,3,4,1
12717012-2bac-4b36-b388-1e3371759733,2,4,5,1
93801310-1594-4cc0-9417-ca0e2bb54bb9,5,3,4,3
19f13caf-16b0-458d-b1c6-dc4db5fc4021,4,1,1,4
9a3b70a2-96cd-4b4c-971d-4fdb1aa95701,1,1,4,2
7ead19ee-c8f4-4f96-b457-494cbb37aaf3,1,3,2,4
7d4a311e-cad0-45ca-8b0b-3f4ce9d4334a,2,4,5,4
3a547426-fb04-42e4-a07e-f13cbf3fcbdb,3,1,3,3
8d5b7fc3-c97d-41ef-b73a-3bd72ad5654f,1,5,3,3
2fad7afd-b7c0-46d5-a8e4-4e85bd2de837,3,5,2,5
89bb9732-04d1-4243-8e1b-f9d55d21c24d,3,5,1,3
9003657a-19f6-457b-859f-961f368d7d38,5,4,3,5
2fb93d05-c727-4da9-9189-778de0102bbb,3,4,2,1
8ce6d19f-d689-42de-89d9-01bc1ab2671c,5,2,4,5
6afcc624-a98c-427f-bb02-4223093b727e,4,2,5,5
2c3122e1-0711-441f-b43c-ef43bcb2f335,3,5,2,1
bf5e84d0-8782-4141-ae53-d715d142cc63,4,3,2,2
0e7e2660-79fa-47f0-aea6-af2a62da9cad,3,3,4,4
3c8b0ab1-328b-4da4-b920-d67685be3a6f,5,5,1,4
d59e38f1-b4d0-489b-8ff1-88c1ea5e828a,5,2,4,3
b422f33c-d9a2-474e-8345-d543f84b2aae,4,4,4,3
162d18bb-6689-4d3f-843c-d447e16ee6ab,2,3,3,2
ee5cc5a7-ee10-4390-96a3-f7c3b87765b9,2,4,2,3
1c34c3db-5125-49fa-96b6-dbceff68d048,2,5,2,4
16653d7e-5b0e-4726-9d5c-276c6ad19284,3,4,4,5
8091b6b1-b289-4f01-a55c-10f909b93aba,2,3,4,5
9bc2218c-df98-449a-84b8-a53dd68320d8,4,2,2,3
ba028750-c790-4b9f-b0a8-07f05afccf8b,2,3,2,4
ba10c51f-958e-4f65-b451-018d82c2eb79,4,1,2,1
6c42cdc7-b16a-471c-8379-f8ebcc3ddfb4,4,4,1,1
feec0b1f-0c11-4f4d-8acf-55166ae52679,3,4,4,5
896de5bb-2792-40b5-9c20-006b2a1ed844,5,4,4,4
b0368f32-741b-4248-9248-dacd2fc2f74b,3,5,3,5
06bb12e0-7618-44ae-9882-973b40000ea5,3,5,3,4
b9d121ed-1a64-4abe-b70c-6335574f42a0,1,3,5,1
cdfbcc25-d301-4600-aaac-32328aa1f701,2,2,2,3
0b406573-0942-4513-8efd-5255839ec62d,2,1,2,2
dcdc5ba9-303e-4a51-b8d6-b0bfdc9abee6,4,2,5,3
efd5ff17-1aba-4caa-bfcc-f6aa39ee1d9a,5,2,4,4
d43365e8-caae-4474-a7ab-b0ca1d0b57d8,2,1,2,5
1f02fe76-dc6b-4492-9512-197ca6a8732f,2,5,3,5
f52997b4-37ea-4366-9770-17a423b88e6f,5,4,1,1
2337aed4-4792-4f3d-a5ea-0c37be05b587,2,5,4,1
cbee4cf3-e2f4-4fb5-94a6-3358bc104ad0,1,4,1,3
ec166b3c-bd0d-4557-8926-7b563f3fbb1d,2,4,1,3
c09329d3-4f0f-4408-9c4c-8545cd3468d3,1,5,5,2
38b07e9e-bf54-455c-9952-94032649f0a3,3,2,1,4
8bff801a-22e1-4bbc-bbbe-c0fd1d413bd8,3,4,2,3
5e2242c5-7f4b-49eb-b1f1-89965f7595e1,1,5,5,3
fa76424d-d9ad-4ce7-9a09-e2132a620dc7,4,2,3,1
1965a7bf-0b31-4879-ab63-8fc2adbc413f,1,1,1,4
d24fa49b-aba5-41ed-9c7f-80ab0b902fab,4,4,2,1
724701a7-442e-41d9-9894-3c263c205d8b,5,2,2,2
f4d1dc1a-92f8-43c2-b223-ab1508cf2809,5,4,3,3
a973a92e-6ceb-4f26-890b-38d920dd5e2e,1,2,5,3
f6666b29-89b6-49c3-bea8-87d1cc575ace,4,1,5,3
5e1b7ca1-f331-4184-90e9-9e12012a124d,3,4,5,5
630db617-d9dc-43b0-81d0-0c1db752e388,1,5,3,4
b1b831ee-87f4-4ccc-a6bb-6bf75018adc8,1,2,3,1
3a204c9a-8fe9-48ef-8302-73de3ed47ab7,4,1,3,1
2be80dc8-28b8-4a4e-a643-7710f11c27b0,5,4,5,1
1dd74cb4-98e4-49ba-a905-fcfac8007403,3,1,1,2
a4c4ffaf-5cac-4a86-baf2-ca36ae8ae20d,4,1,3,5
94356489-426c-41c5-8006-72539e32e1cd,4,4,3,2
caac957d-73bf-4403-bbf3-5c8a4e23badc,3,4,5,4
233c6282-235c-435e-8e30-e328ffbd8401,1,2,3,1
f758507a-0393-4d3b-baa7-00f6c3c26907,1,5,1,1
27528fd3-7456-419b-b489-9d081cbfadbc,2,1,5,1
ed27abab-c232-48a7-ac6b-a49460b600e9,3,4,3,3
5ec257f7-4329-4e6a-9f84-b90b2daa6812,4,1,3,3
e9a7457b-de21-4dca-afa5-3372445f1081,2,2,4,1
fdcfcd45-d9c7-4641-9772-c35800471241,2,2,4,1
0482db6d-f26e-44e9-af51-d54366f1a32e,2,2,2,3
4a24a883-8806-4b2d-bfce-2717c3563e0c,1,5,2,2
1a14737b-0df0-4cf1-b03e-beebaa579bb8,5,3,3,5
e3569629-bdfa-4074-bbe9-2469f0d598dc,2,3,4,2
cceaa000-e0e7-47f6-bf33-d2c8d393ed48,4,3,2,5
76a384c4-90a0-4c06-a671-7bc92012093b,1,5,5,3
9a9a6f4a-22ef-4fbd-90a8-1770d2efdae4,5,5,4,1
be2ecfac-6e79-4ff1-8ade-d888959b96c5,5,1,1,1
1aa158eb-de86-4d1f-87f3-74a085182f30,2,1,1,1
65f8d6b0-0d80-481c-bcd7-0733533fcd1c,2,2,1,2
d25d937f-dca2-4de8-917b-2baeb3a555fa,1,5,1,1
a6fd4927-cfe8-43c7-8f14-519e99933a95,2,3,4,5
f1e8cb17-0cc5-4ca4-b7b0-bb33b9662bcd,1,3,5,1
270dc796-2cad-4413-ac90-48e37b485feb,5,1,1,3
5331bc77-7065-425c-9e13-7fde27fc3956,4,2,5,1
95664873-451e-4402-802d-97e54c74fb72,4,2,2,2
630becd8-611b-4f56-96ac-aa81c467a847,3,4,2,2
70f29e81-ca47-4672-9268-1b87e05329e9,3,5,3,3
d78785a5-e97e-4343-9fee-c3d8d1968beb,3,3,4,4
8606d063-8ff6-482a-a9c7-bba3506a67e8,4,3,1,2
d5f9a5fe-1c3d-4b18-a183-d052543d243b,2,1,5,4
893c91e8-3b2a-4c88-827d-114d8bb4e2f1,1,1,5,3
c01f4f01-5cf4-42f6-9071-1b2724bd8eaa,4,5,4,1
5334b5e4-bff0-412d-9bab-449b7733365c,3,1,2,4
6e5cb0f7-d92a-4865-9539-29f368e35eeb,3,1,4,3
164871e8-a539-4a7b-9de2-2dc13f102fce,2,3,5,4
4a54e79f-0003-4c14-bbcb-f90016c67ead,3,5,4,4
0b1a4880-e28e-46d9-a854-a67d6956e884,3,3,2,1
ae70836f-c60e-465f-bf8d-c90867a9a37a,1,3,2,2
8f0e0ad7-acd9-4dd4-8ead-f7a73258aea9,2,1,1,4
ec6bf00d-fb8a-4f86-a170-b58a4ac1ac92,5,3,1,5
3e29cf20-47ea-4251-98e1-331f7285e6fb,5,5,1,1
dcd6d7de-7fe4-40a8-9936-003e14727549,3,1,2,5
f62ab429-2b53-48d7-ab05-0705a42d21ee,3,5,5,1
31cfedd4-b2af-4562-ac48-c7310dfbc791,1,2,1,1
35cd5028-080b-4ea9-8e9d-8b937f3a0891,5,5,4,2
f010f92c-fb5a-4e05-ab5c-423f1f696001,2,5,5,5
42d98cd8-51f3-4c90-bdcd-e4db459c42a1,2,4,3,4
ba525067-a452-4d9d-8253-0e5c7abdcee5,4,5,1,1
37382836-3359-4924-8892-93dc34158263,4,3,3,5
7a9ffd55-2885-4483-8b6c-2f9df9064628,2,3,1,5
956ac03e-d454-4d54-bd0f-79be50dcad87,4,1,5,2
1b065d66-61f2-4038-8511-810d7cdb6de0,1,2,3,5
0cd72c9e-147e-4589-b2d5-3341ac880225,3,1,2,4
14e2bf4e-cad3-4ebf-b328-3119ddf11d56,2,5,1,5
f170c31b-8f64-4dc2-98a0-68e1bc707be9,5,5,4,2
0705517f-cd4f-4941-956f-dcaa7c4dbb98,5,3,3,1
fcfee826-db09-464e-a002-33bc6d1c5a9f,2,5,4,5
0439da17-1b3a-4997-98ae-a7023e2ebc08,4,5,3,5
157babeb-fb8e-47e5-9ad2-a31590da4738,4,3,5,3
6c4adefb-4a92-4640-8342-1ac14880c937,2,2,4,4
d599dfec-228d-4627-86d2-0918adb7773f,2,5,1,4
1d53b637-4c00-4513-b201-cd26a07d93b8,2,4,2,4
29196d86-5295-431d-9b23-6cc29be8150f,1,2,5,5
3976ec9d-8122-4f57-a51a-34fe2a66ecbe,5,2,3,4
623122b9-e00c-41b2-a50f-60535675ae28,1,3,1,4
448bdd6f-2a1b-480a-938d-857b94625ab2,1,1,3,3
3a6a072d-e1d9-4c68-bc74-4affb70ed98a,3,5,4,2
a69728ba-5f07-454a-9e48-5e8aa58654d6,1,5,4,2
5b717e95-bd6d-4be8-9e3f-0798a85a96ee,5,1,2,1
aff43786-9f43-4386-97b2-708738c14d29,4,5,4,3
3e775fae-c985-4034-b212-58fb8093a864,5,4,5,5
306bf98f-6225-43d6-bdb3-451adc5cdd9b,2,1,3,1
4345bbff-de0d-49cc-860c-f6fcee04a72c,2,3,3,4
151dbfda-3720-4ae1-954d-2f02bade127b,2,1,5,1
e200b5b2-04e0-41ed-b138-0853faa3a783,1,2,4,2
7e6a090c-c72b-4ee8-abf5-64f6c7d876d1,3,3,4,1
8fbdf861-6250-4999-905f-8aefd016b4b1,4,2,5,1
784096f7-2adb-45d6-92b5-04aa52130faa,1,3,2,3
855f6188-8b16-43d9-99b0-3973871d083b,2,1,1,4
10289646-81bd-41d1-bcef-27475974847a,5,2,1,5
3e7e6491-622b-4669-bbe3-57a159bc9dfd,2,3,4,5
e1793956-08cf-48f8-8b65-32f51e74ed2e,5,5,1,3
f4d3da7a-44c0-4963-9d7b-2894a288322e,4,2,1,3
bdac39b8-2fd0-4310-b5ba-340e66bbb413,2,4,1,5
2b3152b9-73e6-47e1-bf3d-b644511b393e,4,3,4,1
d813f081-8db9-4ab2-91ad-887334229ac8,2,5,3,4
2ed665a3-0849-4635-9a79-bdcc40baf223,2,5,4,5
53a4516c-6e37-4c48-8324-c600eec28eb5,5,1,4,1
fcd5b486-1287-4530-82df-04b70bbbf3b1,3,1,2,1
ce1c129e-9cae-4764-90e0-6c7764b2b523,5,2,2,2
b665cbbf-70fc-4469-874d-53159983d86e,1,2,4,3
5bc10b22-c02c-4c3a-b64e-887b0c193e1e,4,4,5,5
7286e25e-7ef2-43df-a16e-9c847deb5125,4,5,5,5
87c1dc8f-40d3-449c-934e-598205d6ce40,3,3,2,4
dedd492b-8902-4ee2-b8f7-b29ab7f43cbf,2,4,2,5
75c97d84-7331-4f2b-9f23-138f6ee8c06d,4,4,3,1
abd4a8f5-f53d-4b62-b6d7-1bd5420ada25,3,4,2,1
3f3ba7aa-4b7b-4117-9e52-adda36af7f5e,1,3,1,4
bd8ef1e2-b2e7-424f-a77b-23c34bd47c0d,4,4,4,1
1e67e62d-ecf5-4a0a-93e0-6c6fedc96361,1,1,4,1
e0a8998b-8757-4a3a-9b21-9e0fa5368549,5,1,4,5
d7c2b2d4-71c8-4274-a320-72daa5290310,4,1,3,3
da65c95b-1408-4b69-8753-8e4126241955,4,4,3,5
874590fe-9036-47cc-ada4-b880bd375e1d,2,4,1,2
5896c85f-2eb3-4471-b373-11f774041726,1,5,4,4
e97f8df3-b1a9-48a7-9db9-01d18c439c0a,5,2,1,1
6420cd26-a11d-4213-a9cb-fabec4aa0f98,3,5,2,5
1d616380-7e85-4314-89bb-5ccd016102d1,5,1,4,5
4250e3d9-008d-4046-8788-c0856f00c7f8,4,2,1,1
2781a9a8-2ffb-4414-9fee-45d866eb3cf8,1,5,3,4
df1df481-8602-4ad8-b75e-14422d57e410,4,3,3,5
81bb9924-c669-417a-8470-b06971b5a0c0,3,3,3,3
6a133e02-7de2-4118-a617-4f993a236c39,3,3,1,1
52500a93-8e69-4bf8-a5b7-278681f7f449,4,1,1,4
e1ffc1f4-7677-411e-82d6-1abed088437b,4,2,1,2
b89289ae-aafb-466c-9923-e69ffc301d61,4,1,5,1
8d8abbc9-ef8f-4516-b1a8-8e402c1974b1,1,3,4,2
6f78cfcc-61fd-486d-b738-28af6af4d85d,2,4,5,1
6d91c682-8d5d-4d85-9cac-a6d918b2c0e2,3,1,5,5
0c51f311-57d4-4301-8fd5-d99b0de6b917,1,2,2,4
caa0e1b3-c7e7-47a6-b4e5-1436474907a5,3,1,2,3
193bb9b0-5f4c-43e5-b1ca-8b5fc5e2f5f7,4,2,3,2
249dbfdf-14f2-4ba3-b3cf-b69f2fc42733,3,4,5,2
a60bd2f9-8718-4dfb-9783-63abaa2f0815,5,5,2,1
68dd4b3f-8ead-4cee-9fe2-ce1f6e94ed25,3,2,5,2
1f9aa30b-b1d0-4653-8216-96418f2c71bf,5,2,4,1
80cac3b8-72b4-4c00-8100-bcef82aee224,1,3,5,1
5f4afd9f-b2e5-45bf-861a-1ab423616493,1,3,3,2
06e62f92-2971-4f53-8995-3d24ffe45184,5,4,1,2
80bdbe96-9ed4-4d38-9cb7-6ef6f6f02f96,3,1,3,5
0fcfba08-b317-4e59-b177-fad9a4f8c6ec,1,5,5,5
5551c461-36bb-488b-a884-ab6992c479d7,3,5,5,5
b76ca618-af4c-494e-b65a-af9d19a97f4a,2,4,1,4
154b3221-dc8c-4ac0-9e5c-6839e8d3a981,2,5,3,3
9ca335db-0ed3-47d9-941a-7345699ea058,5,1,3,5
970e9777-8798-4ac6-92f6-509fc7be5534,5,3,5,5
a5347ad8-d217-405d-9c15-d9e7ee06f824,3,4,4,1
e4773416-112d-4d9c-aad3-c81f5aa13251,2,5,2,3
8936625a-dd47-48e6-b260-fe180efa4f64,2,4,5,2
0151f236-1ae9-4d50-9254-80c3fc68a3fb,5,4,5,4
71ba61e0-067f-4e67-b29b-b15ca36a6e04,4,2,2,2
c7ba5de0-5f0f-4d7d-8e61-0e14255d90f8,3,2,1,1
43feb5f0-68b4-4728-8b25-1709f26fd705,3,4,5,4
40f50d6f-cc20-4582-bdda-493133a2dbc2,1,2,4,5
736ff657-87cb-4fbc-8ef5-031d5b1fff79,5,5,1,3
37b75c89-d8b2-4f6c-9829-9e3021583d26,1,4,1,3
b62a10f6-75e8-4e78-a86c-7c44fc081686,4,2,1,5
f6c7930e-16e1-4f42-81ea-41893d6ba9de,1,5,5,2
7c3c28f5-5572-4bf9-ad4c-5c9779f5a064,4,3,1,2
b39adea3-21d7-424a-8719-19f0e05dd49a,1,3,3,5
90c5ff9e-0906-4744-acc6-ad1fd8f589b8,5,4,5,5
d98d1a75-67b3-472f-9927-6485c575b6df,4,1,5,3
4ddca9c6-ccf4-4b7b-be99-1200315a1278,3,5,2,2
8588eff4-3d12-4328-8094-193f007c22ef,5,4,1,4
34897838-ebfe-45c9-961d-9c74435d0b3d,5,2,5,4
71bb9472-3167-4a6a-af89-2929d6e29ba5,2,3,4,1
e1d542a9-c4aa-43e8-a822-077dfef1df14,3,2,4,1
6eb6f967-e5db-4e2d-a887-8e835bd5be70,1,5,5,1
4b097856-d294-4e2e-bc8a-a2ae44474f9e,5,4,5,2
62d8b5b3-f1a2-48c9-9be4-d36f30731a2f,1,3,4,4
ecbb15bd-c5d2-4eb3-a52b-31e30617da28,5,5,4,2
f18620cb-0b2c-4df5-8da0-1589c60d8f6f,3,3,3,5
36132884-11d0-43b8-9f66-691219da3460,5,3,4,3
befdf748-2f50-450b-bb46-6631897d208a,1,4,3,1
7d7ec3f6-91d4-4b7f-a31a-834123b3ccbd,1,4,5,5
1f3afa5f-c41f-490e-b91e-fd6830a4861a,3,1,1,5
4e61d14e-da58-40ca-949d-534ed8cfbd42,1,1,1,3
1f9c704b-1196-4bf1-b822-9c808f04dcd4,4,1,2,4
fa61b044-4495-4b6f-9ebc-ea5678a4cc10,5,1,3,4
507b1f34-a25c-4123-88cc-bfb4599ebe51,4,2,4,5
a65b1fd9-fb91-4037-8b57-cea75ca52476,2,1,3,3
dd81b496-77bf-45c4-81c5-b912a810427b,2,2,2,4
76e3ba36-e120-46df-9293-53f1c7faf98d,5,3,2,1
f3a25205-772d-4580-89f1-e543bed74f4f,1,2,3,2
8890a6e5-101a-485b-bc5f-7ebf78e62b40,3,3,4,3
f13af97e-a735-48e3-92b6-ee275828c62e,2,1,5,5
7aa254dc-3d36-49ca-9233-84aeaccb1466,1,2,5,2
80c9411c-9e1d-428f-8489-9dea9d44564e,3,3,5,4
f3f0217c-d198-4967-a07f-a44e0026f22c,5,1,2,4
c6369ebb-beed-4aeb-a32d-515f25068630,1,3,3,3
2f85779b-31fb-450f-a3db-a55ebad871cd,4,4,2,2
fcaf15e9-7741-49fd-9f98-c9d7b1293796,5,3,4,4
4e49373c-3970-4b24-8a78-6eae44614471,2,1,1,3
78cbc09b-2f26-482a-b8f9-700e40be7d6f,5,5,2,2
b8ad804c-63ba-40da-8853-e2c2950333cb,5,4,4,5
29d59c8d-8d7e-4135-9100-e55ff64ac834,3,2,4,5
1ee97773-27c0-4a60-888e-44fbbac1c4ca,2,4,4,4
d9a9ea34-a998-4777-b7c5-b5d035e76ee3,3,1,1,3
bb8fa50f-c7b4-4118-8179-aae9e477dff2,5,3,5,1
86d12a82-b87b-480c-ab61-118fab90b9ec,1,5,3,4
079a8b5c-e13b-468d-a42e-03b49e4e2ee9,4,1,2,1
d6f9659b-7082-4fee-a422-a13eb5e957a6,4,3,1,2
3365a607-c5d9-41e5-90b9-73df0a5900a4,3,1,4,3
6c821c09-592c-45d3-8890-e93fda3ea0b3,1,5,1,4
a9b3a60d-80c5-4dcd-a1ea-f103c6d8fd43,4,3,2,5
8545d9c9-6b27-476d-965d-30a288cd6a90,1,5,3,2
f26a391e-d6c4-4f7a-95ac-1b0f577d247c,3,3,2,2
a5a6e2a7-bc36-4817-8c05-021fbe34ad65,2,4,1,2
3ff0f476-c137-49ca-ab65-b556ef3ed6d8,1,1,4,1
2abbd84d-ee8d-41a8-a63b-73e3e9d13165,1,2,4,1
bb1e34ce-39f7-488a-bc15-d6145b85da5f,2,2,5,2
d7bc7439-bb5e-4fc2-8b9e-844b48c50c98,5,1,5,4
b338b35e-ee54-4d71-8c98-3a0da2a55c84,5,2,3,1
5022f1c6-cad9-4c71-ab45-996242b46ad0,5,5,3,3
ce2adbe4-923d-43d7-a302-e79f0dd28546,3,2,5,5
119aad3b-9b69-4a68-b6bf-ce56dd3599ee,5,1,5,4
e0b9c33a-bd1a-44a7-a83a-68762fdd21b9,3,4,2,3
537d4e43-2f33-41dc-86e5-e43bf613e3b8,2,1,2,1
20c4a7c5-b5ab-4ae2-832d-928d8e07f0da,1,1,4,5
828d846a-5f3e-40a9-a205-e8714fe56929,4,3,4,2
9763134f-57d5-4d7d-9443-f59d8295dc97,4,2,5,5
049c1849-4089-4c3a-8f17-3981c8cd146b,3,2,2,2
d96f9532-653f-4843-9f0f-3ad5eba95bd3,3,3,5,3
0484f82a-61cf-43f2-a919-b848aca6bb3c,1,5,5,3
b82f36c4-0c40-4168-920c-b57f3b1b8590,2,5,3,4
e73d43d5-1320-4507-ab1a-758e7637fcc0,1,3,5,3
0b5b88d1-6c12-4a30-8a1c-e3161fedf151,3,2,4,1
6e97c3fe-94a3-43b4-9964-0a4f347e69cd,1,5,3,1
edb59211-58ed-4d5f-b342-cf37d602ec88,3,5,2,5
1e48ade7-d991-418c-afc0-c917d55324d5,4,4,4,2
11de85d5-e6c7-4e3f-8039-c5cab7d3c9d4,1,5,1,5
a7a5d497-3c41-44f2-b880-abb67648ee12,2,2,2,4
e69be5ff-be8b-4d91-88a3-97348ae5f96e,4,4,1,4
c4480593-e894-4d59-a969-71ea38f07015,2,4,4,1
508cc22e-23bf-414d-a18f-5ae5fbdf0417,2,2,2,4
ca963b41-b52e-4dee-ade9-0dca3fa8d572,3,3,1,1
db37a3bd-8081-443a-9072-7d3cc3fb4689,2,1,1,2
2c0b3420-ce75-4183-a0ee-c8552829fd6d,5,5,2,5
6cb470ca-c4d6-40ab-834a-fdaddde3a5ec,2,3,5,4
94230187-a1c8-4a68-8876-e6dac0fa04ab,1,1,4,2
930165d1-b048-4865-bf99-e6e9bafaa39f,3,2,4,4
d851990f-318c-46c1-9ff0-b36bf0e18029,3,5,3,3
9fe43db0-a8e1-4c13-882e-60dfe37a3cf2,5,3,2,4
ac6d12eb-1d75-4296-991b-84f3259438bf,3,1,4,2
ad031ada-7313-400b-b13b-f8d181d4d7f4,3,2,1,4
72f0519b-bbab-4814-8d7f-b97edf8fbc1f,4,4,2,3
3072db81-d668-47ff-8b8b-f594a5dcc80e,4,4,1,4
0bf2a9ae-8fed-4555-850d-8ea1f4894379,4,4,2,2
1b006e53-8386-45f2-b5ee-c8b4ba1b86e3,5,2,1,1
b7b17b17-0a8f-4490-8786-38a3a9633bc8,3,1,1,2
89876030-4d12-4aa4-a7ea-0e22fb5ca119,3,2,2,1
134257ad-c887-4529-bb8a-b5f6879f8367,3,4,3,1
a77a1600-bb6b-4cfd-9c65-6df3745c69ed,2,2,1,5
b85fc3d7-9321-417e-80ed-cda9c14c2c9c,3,5,2,2
c7ca83f4-9b6f-4b75-8dc6-93f92771df53,3,1,5,5
83e7af79-1a11-4409-be20-ad237b0d87e6,1,5,5,1
b55618c0-e043-4ab1-a837-bd4297b821e5,1,4,3,4
abd4fc22-f722-4c53-9971-70cc9089a8a2,3,1,2,1
4966a9e6-0e8a-4f9b-ba4d-a1e8a423656e,2,5,3,2
1ab2b9be-2c13-4a04-9964-1c7ebbd4415c,2,2,1,2
